,SSC_CODE_2016,Census_Name_2016,pop_percentage
1141,SSC11142,Cudgel,"1|India|60.0,2|Egypt|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
1142,SSC11143,Cudgen,"1|United_Kingdom|31.67,2|New_Zealand|15.0,3|Thailand|11.67,4|Japan|8.33,5|South_Africa|0.0,0|other_countries|6.67"
1143,SSC11144,Cudgera Creek,"1|Thailand|20.83,2|New_Zealand|16.67,3|United_Kingdom|16.67,4|Japan|12.5,5|South_Africa|0.0,0|other_countries|12.5"
1144,SSC11145,Cudmirrah,"1|United_Kingdom|66.67,2|New_Zealand|16.67,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
1145,SSC11146,Culburra Beach,"1|United_Kingdom|40.68,2|New_Zealand|12.42,3|Germany|5.28,4|Italy|4.97,5|China_exc_SARs_Taiwan|3.42,0|other_countries|31.68"
1146,SSC11147,Culcairn,"1|United_Kingdom|22.22,2|New_Zealand|21.37,3|Fiji|11.11,4|Netherlands|5.13,5|Philippines|5.13,0|other_countries|21.37"
1147,SSC11148,Cullen Bullen,"1|New_Zealand|41.67,2|United_Kingdom|25.0,3|Iran|0.0,4|Egypt|0.0,5|Philippines|0.0,0|other_countries|0.0"
1148,SSC11149,Cullenbone,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1149,SSC11150,Cullendore,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1150,SSC11151,Cullerin,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1151,SSC11152,Cullivel,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1152,SSC11153,Culmaran Creek,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1153,SSC11154,Cumbalum,"1|United_Kingdom|25.42,2|New_Zealand|19.77,3|South_Africa|6.21,4|Philippines|4.52,5|Japan|4.52,0|other_countries|37.29"
1154,SSC11155,Cumbandry,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1155,SSC11156,Cumberland Reach,"1|United_Kingdom|37.5,2|New_Zealand|18.75,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|18.75"
1156,SSC11157,Cumbo,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1157,SSC11158,Cumborah,"1|United_Kingdom|70.59,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1158,SSC11159,Cumnock,"1|United_Kingdom|47.06,2|New_Zealand|17.65,3|South_Africa|14.71,4|Indonesia|0.0,5|India|0.0,0|other_countries|11.76"
1159,SSC11160,Cundle Flat,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1160,SSC11161,Cundletown,"1|United_Kingdom|40.31,2|New_Zealand|12.4,3|Philippines|7.75,4|South_Africa|5.43,5|China_exc_SARs_Taiwan|4.65,0|other_countries|15.5"
1161,SSC11162,Cundumbul,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1162,SSC11163,Cunjurong Point,"1|United_Kingdom|42.86,2|Germany|42.86,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
1163,SSC11164,Cunningar,"1|United_Kingdom|54.55,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1164,SSC11165,Cunninyeuk,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1165,SSC11166,Curban,"1|United_Kingdom|75.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1166,SSC11167,Curl Curl,"1|United_Kingdom|35.31,2|New_Zealand|9.66,3|South_Africa|7.1,4|Netherlands|4.14,5|Ireland|3.75,0|other_countries|31.56"
1167,SSC11168,Curlew Waters,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1168,SSC11169,Curlewis (NSW),"1|United_Kingdom|50.0,2|New_Zealand|22.73,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
1169,SSC11170,Curlwaa,"1|United_Kingdom|26.32,2|Italy|26.32,3|Germany|21.05,4|New_Zealand|15.79,5|Fiji|0.0,0|other_countries|15.79"
1170,SSC11171,Curra Creek,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1171,SSC11172,Currabubula,"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1172,SSC11173,Curragh,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1173,SSC11174,Curramore (NSW),"1|United_Kingdom|39.13,2|Germany|13.04,3|South_Africa|13.04,4|New_Zealand|13.04,5|India|0.0,0|other_countries|0.0"
1174,SSC11175,Currans Hill,"1|United_Kingdom|21.76,2|New_Zealand|8.56,3|Philippines|6.71,4|Fiji|3.82,5|India|3.59,0|other_countries|52.43"
1175,SSC11176,Currarong,"1|United_Kingdom|35.56,2|New_Zealand|15.56,3|Malta|8.89,4|Philippines|6.67,5|South_Africa|0.0,0|other_countries|6.67"
1176,SSC11177,Currawang,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1177,SSC11178,Currawarna,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1178,SSC11179,Curraweela,"1|New_Zealand|37.5,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1179,SSC11180,Curricabark,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1180,SSC11181,Currowan,"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1181,SSC11182,Cuttabri,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1182,SSC11183,Cuttagee,"1|United_Kingdom|23.08,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1183,SSC11184,Dabee,"1|Philippines|100.0,2|New_Zealand|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1184,SSC11185,Daceyville,"1|United_Kingdom|9.51,2|Greece|5.91,3|Poland|4.37,4|New_Zealand|4.11,5|Turkey|3.34,0|other_countries|69.92"
1185,SSC11186,Dairy Arm,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1186,SSC11187,Dairy Flat,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|42.86"
1187,SSC11188,Dairymans Plains,"1|United_Kingdom|35.29,2|South_Africa|14.71,3|Netherlands|8.82,4|Turkey|0.0,5|Vietnam|0.0,0|other_countries|14.71"
1188,SSC11189,Daleys Point,"1|United_Kingdom|36.49,2|New_Zealand|10.81,3|Netherlands|5.41,4|Germany|2.7,5|China_exc_SARs_Taiwan|2.7,0|other_countries|28.38"
1189,SSC11190,Dalgety,"1|New_Zealand|38.46,2|United_Kingdom|23.08,3|Netherlands|11.54,4|Egypt|0.0,5|Philippines|0.0,0|other_countries|0.0"
1190,SSC11191,Dalmeny,"1|United_Kingdom|48.3,2|New_Zealand|7.55,3|Germany|4.15,4|India|3.77,5|Netherlands|3.02,0|other_countries|25.66"
1191,SSC11192,Dalmorton,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1192,SSC11193,Dalswinton,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1193,SSC11194,Dalton,"1|United_Kingdom|46.67,2|Germany|20.0,3|New_Zealand|20.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|33.33"
1194,SSC11195,Dalwood (Ballina - NSW),"1|United_Kingdom|50.0,2|South_Africa|26.92,3|New_Zealand|11.54,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
1195,SSC11196,Dalwood (Singleton - NSW),"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1196,SSC11197,Dandaloo,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1197,SSC11198,Dandry,"1|United_Kingdom|18.75,2|Germany|18.75,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|25.0"
1198,SSC11199,Dangar Island,"1|United_Kingdom|40.43,2|New_Zealand|10.64,3|South_Africa|6.38,4|Italy|4.26,5|Hong_Kong_SAR_China|3.19,0|other_countries|13.83"
1199,SSC11200,Dangarsleigh,"1|New_Zealand|50.0,2|Canada|50.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
1200,SSC11201,Dangelong,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|100.0"
1201,SSC11202,Dapto,"1|United_Kingdom|47.48,2|New_Zealand|4.82,3|Philippines|3.96,4|Germany|3.44,5|FYROM|3.27,0|other_countries|35.89"
1202,SSC11203,Darawank,"1|United_Kingdom|35.14,2|New_Zealand|13.51,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|13.51"
1203,SSC11204,Darbalara,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1204,SSC11205,Darbys Falls,"1|United_Kingdom|52.63,2|New_Zealand|15.79,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
1205,SSC11206,Dareton,"1|United_Kingdom|19.23,2|Philippines|11.54,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|23.08"
1206,SSC11207,Dargan,"1|United_Kingdom|41.67,2|Germany|12.5,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|12.5"
1207,SSC11208,Dark Corner,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1208,SSC11209,Darkes Forest,"1|United_Kingdom|42.86,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1209,SSC11210,Darkwood,"1|Germany|14.29,2|United_Kingdom|10.71,3|New_Zealand|10.71,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|25.0"
1210,SSC11211,Darling Point,"1|United_Kingdom|19.39,2|New_Zealand|10.66,3|South_Africa|10.14,4|China_exc_SARs_Taiwan|4.1,5|Poland|2.54,0|other_countries|48.4"
1211,SSC11212,Darlinghurst,"1|United_Kingdom|18.55,2|New_Zealand|9.82,3|Thailand|5.74,4|China_exc_SARs_Taiwan|3.99,5|Ireland|2.71,0|other_countries|54.0"
1212,SSC11213,Darlington (Singleton - NSW),"1|Philippines|14.29,2|New_Zealand|14.29,3|United_Kingdom|11.9,4|Vietnam|9.52,5|Germany|7.14,0|other_countries|14.29"
1213,SSC11214,Darlington (Sydney - NSW),"1|China_exc_SARs_Taiwan|41.85,2|United_Kingdom|6.79,3|New_Zealand|4.62,4|India|4.28,5|Hong_Kong_SAR_China|2.92,0|other_countries|35.73"
1214,SSC11215,Darlington Point,"1|United_Kingdom|24.24,2|New_Zealand|19.7,3|Philippines|15.15,4|South_Africa|4.55,5|Hong_Kong_SAR_China|4.55,0|other_countries|9.09"
1215,SSC11216,Darlow,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1216,SSC11217,Dartbrook,"1|United_Kingdom|42.86,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1217,SSC11218,Daruka,"1|United_Kingdom|41.67,2|New_Zealand|29.17,3|South_Africa|12.5,4|Sri_Lanka|6.25,5|Egypt|0.0,0|other_countries|18.75"
1218,SSC11219,Davidson,"1|United_Kingdom|39.05,2|New_Zealand|8.33,3|South_Africa|5.12,4|China_exc_SARs_Taiwan|4.05,5|Ireland|2.98,0|other_countries|36.43"
1219,SSC11220,Davis Creek,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1220,SSC11221,Davistown,"1|United_Kingdom|49.26,2|New_Zealand|14.34,3|Netherlands|4.04,4|Canada|3.68,5|South_Africa|2.57,0|other_countries|23.53"
1221,SSC11222,Dawes Point,"1|United_Kingdom|26.89,2|China_exc_SARs_Taiwan|13.45,3|New_Zealand|9.24,4|Canada|5.04,5|Singapore|3.36,0|other_countries|22.69"
1222,SSC11223,Daysdale,"1|United_Kingdom|44.44,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1223,SSC11224,Dean Park,"1|Philippines|23.35,2|India|10.49,3|New_Zealand|4.57,4|United_Kingdom|3.98,5|Vietnam|2.79,0|other_countries|53.98"
1224,SSC11225,Deauville,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1225,SSC11226,Debenham,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1226,SSC11227,Dee Why,"1|United_Kingdom|16.05,2|China_exc_SARs_Taiwan|9.08,3|India|8.19,4|New_Zealand|6.72,5|Philippines|6.04,0|other_countries|52.36"
1227,SSC11228,Deep Creek (Clarence Valley - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1228,SSC11229,Deep Creek (Kempsey - NSW),"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1229,SSC11230,Deep Creek (Kyogle - NSW),"1|New_Zealand|100.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1230,SSC11231,Deepwater (NSW),"1|United_Kingdom|27.03,2|South_Africa|18.92,3|New_Zealand|13.51,4|Germany|8.11,5|Indonesia|0.0,0|other_countries|8.11"
1231,SSC11232,Deer Vale,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|33.33"
1232,SSC11233,Delegate,"1|United_Kingdom|42.86,2|Germany|23.81,3|Croatia|14.29,4|Fiji|0.0,5|Poland|0.0,0|other_countries|19.05"
1233,SSC11234,Delungra,"1|United_Kingdom|45.0,2|New_Zealand|35.0,3|Germany|25.0,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
1234,SSC11235,Denham Court,"1|India|11.48,2|United_Kingdom|9.15,3|Italy|8.82,4|New_Zealand|8.32,5|Lebanon|5.66,0|other_countries|56.07"
1235,SSC11236,Denhams Beach,"1|United_Kingdom|39.45,2|Germany|9.17,3|South_Africa|5.5,4|New_Zealand|5.5,5|Ireland|4.59,0|other_countries|32.11"
1236,SSC11237,Deniliquin,"1|United_Kingdom|26.16,2|New_Zealand|13.57,3|India|6.4,4|South_Africa|5.04,5|Netherlands|4.26,0|other_countries|42.64"
1237,SSC11238,Denistone,"1|China_exc_SARs_Taiwan|32.47,2|Korea_Republic_South|10.78,3|United_Kingdom|6.62,4|Hong_Kong_SAR_China|6.41,5|India|3.82,0|other_countries|39.02"
1238,SSC11239,Denistone East,"1|China_exc_SARs_Taiwan|35.65,2|Korea_Republic_South|11.08,3|United_Kingdom|7.28,4|Hong_Kong_SAR_China|5.8,5|Sri_Lanka|4.22,0|other_countries|35.55"
1239,SSC11240,Denistone West,"1|China_exc_SARs_Taiwan|31.4,2|Korea_Republic_South|9.3,3|Hong_Kong_SAR_China|6.69,4|United_Kingdom|5.52,5|New_Zealand|3.49,0|other_countries|38.37"
1240,SSC11241,Denman,"1|United_Kingdom|41.38,2|New_Zealand|24.14,3|Malta|5.75,4|Thailand|4.6,5|Philippines|4.6,0|other_countries|31.03"
1241,SSC11242,Depot Beach,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1242,SSC11243,Derriwong,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1243,SSC11244,Deua,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1244,SSC11245,Deua River Valley,"1|United_Kingdom|30.77,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|23.08"
1245,SSC11246,Devils Hole,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1246,SSC11247,Dewitt,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1247,SSC11248,Dharruk,"1|New_Zealand|11.73,2|Fiji|9.23,3|Philippines|7.49,4|United_Kingdom|6.3,5|Pakistan|4.23,0|other_countries|60.37"
1248,SSC11249,Dhulura,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1249,SSC11250,Dhuragoon,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1250,SSC11251,Diamond Beach,"1|United_Kingdom|43.59,2|New_Zealand|14.1,3|Germany|7.69,4|Netherlands|5.13,5|Canada|3.85,0|other_countries|8.97"
1251,SSC11252,Diamond Head,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1252,SSC11253,Diehard,"1|United_Kingdom|42.86,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1253,SSC11254,Diggers Camp,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1254,SSC11255,Dignams Creek,"1|United_Kingdom|54.55,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1255,SSC11256,Dilkoon,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1256,SSC11257,Dilpurra,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1257,SSC11258,Dingo Forest,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1258,SSC11259,Dinoga,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1259,SSC11260,Dirnaseer,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1260,SSC11261,Dirty Creek,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1261,SSC11262,Dobies Bight,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1262,SSC11263,Doctor George Mountain,"1|United_Kingdom|66.67,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1263,SSC11264,Doctors Gap,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1264,SSC11265,Dog Rocks,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1265,SSC11266,Dolans Bay,"1|United_Kingdom|30.56,2|New_Zealand|9.72,3|Italy|8.33,4|Ireland|4.17,5|Croatia|4.17,0|other_countries|43.06"
1266,SSC11267,Dolls Point,"1|Greece|10.18,2|United_Kingdom|7.64,3|Egypt|6.36,4|New_Zealand|6.0,5|FYROM|4.36,0|other_countries|63.45"
1267,SSC11268,Dollys Flat,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1268,SSC11269,Dolphin Point,"1|United_Kingdom|41.18,2|South_Africa|17.65,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|17.65"
1269,SSC11270,Dombarton,"1|United_Kingdom|61.11,2|FYROM|16.67,3|Germany|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|16.67"
1270,SSC11271,Donald Creek,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1271,SSC11272,Dondingalong,"1|United_Kingdom|44.59,2|New_Zealand|21.62,3|Germany|10.81,4|South_Africa|4.05,5|Indonesia|0.0,0|other_countries|16.22"
1272,SSC11273,Doon Doon,"1|United_Kingdom|18.75,2|New_Zealand|18.75,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|18.75"
1273,SSC11274,Doonbah,"1|United_Kingdom|59.26,2|New_Zealand|29.63,3|Philippines|11.11,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
1274,SSC11275,Doonside,"1|Philippines|22.3,2|India|11.16,3|Fiji|7.85,4|New_Zealand|6.97,5|United_Kingdom|3.7,0|other_countries|47.23"
1275,SSC11276,Dooralong,"1|United_Kingdom|45.24,2|New_Zealand|16.67,3|South_Africa|9.52,4|Canada|9.52,5|Zimbabwe|7.14,0|other_countries|9.52"
1276,SSC11277,Dora Creek,"1|United_Kingdom|36.41,2|New_Zealand|21.03,3|Philippines|6.15,4|Netherlands|5.13,5|Thailand|4.1,0|other_countries|26.67"
1277,SSC11278,Dorrigo,"1|United_Kingdom|48.57,2|New_Zealand|7.86,3|Germany|6.43,4|Netherlands|2.14,5|Singapore|2.14,0|other_countries|21.43"
1278,SSC11279,Dorrigo Mountain,"1|United_Kingdom|80.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1279,SSC11280,Dorroughby,"1|United_Kingdom|26.09,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|39.13"
1280,SSC11281,Double Bay,"1|United_Kingdom|19.49,2|New_Zealand|10.44,3|South_Africa|9.75,4|China_exc_SARs_Taiwan|4.94,5|Ireland|2.85,0|other_countries|46.77"
1281,SSC11282,Doubtful Creek,"1|Germany|27.27,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|27.27"
1282,SSC11283,Douglas Park,"1|United_Kingdom|39.76,2|Italy|6.02,3|Germany|5.42,4|Croatia|3.61,5|New_Zealand|3.61,0|other_countries|30.72"
1283,SSC11284,Dover Heights,"1|South_Africa|35.42,2|United_Kingdom|9.36,3|China_exc_SARs_Taiwan|4.24,4|New_Zealand|2.85,5|Italy|1.96,0|other_countries|42.82"
1284,SSC11285,Downside,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1285,SSC11286,Doyalson,"1|United_Kingdom|40.62,2|Malta|12.5,3|New_Zealand|9.38,4|Lebanon|9.38,5|South_Africa|0.0,0|other_countries|0.0"
1286,SSC11287,Doyalson North,"1|United_Kingdom|69.51,2|New_Zealand|8.54,3|India|4.88,4|Netherlands|3.66,5|Italy|3.66,0|other_countries|9.76"
1287,SSC11288,Doyles Creek,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1288,SSC11289,Doyles River,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1289,SSC11290,Drake,"1|United_Kingdom|28.0,2|New_Zealand|20.0,3|Poland|8.0,4|Malaysia|6.0,5|Egypt|0.0,0|other_countries|8.0"
1290,SSC11291,Drildool,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1291,SSC11292,Dripstone,"1|United_Kingdom|42.86,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1292,SSC11293,Drummoyne,"1|United_Kingdom|18.82,2|Italy|8.56,3|New_Zealand|8.0,4|China_exc_SARs_Taiwan|6.6,5|Greece|4.01,0|other_countries|51.17"
1293,SSC11294,Dry Creek (NSW),"1|New_Zealand|75.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1294,SSC11295,Dry Plain,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1295,SSC11296,Dubbo,"1|United_Kingdom|15.61,2|India|11.76,3|New_Zealand|9.71,4|Philippines|6.13,5|China_exc_SARs_Taiwan|5.27,0|other_countries|50.23"
1296,SSC11297,Duck Creek,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|50.0"
1297,SSC11298,Duckenfield,"1|Ireland|50.0,2|Pakistan|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
1298,SSC11299,Duckmaloi,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
1299,SSC11300,Dudley,"1|United_Kingdom|39.8,2|Germany|7.14,3|South_Africa|4.59,4|New_Zealand|4.08,5|Hong_Kong_SAR_China|3.06,0|other_countries|36.22"
1300,SSC11301,Duffys Forest,"1|United_Kingdom|46.36,2|New_Zealand|10.0,3|China_exc_SARs_Taiwan|10.0,4|South_Africa|5.45,5|Vietnam|5.45,0|other_countries|12.73"
1301,SSC11302,Dulguigan,"1|New_Zealand|30.0,2|Indonesia|0.0,3|India|0.0,4|Hong_Kong_SAR_China|0.0,5|Greece|0.0,0|other_countries|30.0"
1302,SSC11303,Dulwich Hill,"1|United_Kingdom|12.12,2|Greece|9.16,3|New_Zealand|6.39,4|Vietnam|6.31,5|Philippines|4.72,0|other_countries|59.81"
1303,SSC11304,Dum Dum,"1|United_Kingdom|50.0,2|New_Zealand|50.0,3|Philippines|16.67,4|Germany|16.67,5|Indonesia|0.0,0|other_countries|27.78"
